# TestSim (Up to date)
# 293 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
10.057,437.07,-5.1317,-0.69316,5.0218,1.8045,22.486,0.0062571,22.486,0.015943,1.6506,1.666,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014828,311640,0,14.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.558e-4,NaN,NaN,NaN,NaN,2.0938,12.15,961.83,338.66,0.27709,0.28028
10.557,434.49,-5.1875,-0.11169,5.1421,0.62591,21.584,0.0062785,21.584,0.016667,1.9585,0.61587,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015183,319139,0,15.296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9975e-4,NaN,NaN,NaN,NaN,1.9774,12.159,961.99,338.67,0.5,0.28036
11.057,431.91,-5.1419,0.091321,5.1921,0.42434,20.656,0.0062483,20.656,0.017331,1.7513,0.4144,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01533,322309,0,15.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2299e-4,NaN,NaN,NaN,NaN,1.7413,12.176,962.29,338.68,0.5,0.28043
11.557,429.32,-5.1855,-0.087301,5.1422,0.13996,19.767,0.0062143,19.767,0.018013,1.806,0.1094,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015183,319280,0,15.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0614e-4,NaN,NaN,NaN,NaN,1.8096,12.193,962.59,338.69,0.5,0.2805
12.057,426.74,-5.1436,0.083716,5.1874,0.28176,18.83,0.0061815,18.83,0.018809,1.9405,0.26904,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015316,322157,0,15.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1426e-4,NaN,NaN,NaN,NaN,1.9476,12.209,962.9,338.7,0.5,0.28057
12.557,424.16,-5.1759,-0.064493,5.1498,0.48099,17.801,0.0061471,17.801,0.019786,2.1788,0.47665,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015204,319889,0,15.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.168e-4,NaN,NaN,NaN,NaN,2.1929,12.226,963.2,338.71,0.5,0.28064
13.057,421.58,-5.1491,0.053668,5.1786,0.32317,16.751,0.0061094,16.751,0.020897,2.0195,0.31868,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015289,321742,0,15.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3494e-4,NaN,NaN,NaN,NaN,2.0116,12.243,963.5,338.72,0.5,0.2807
13.557,419,-5.1663,-0.034547,5.1576,0.56492,15.812,0.0060708,15.812,0.021998,1.7376,0.56386,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015226,320507,0,15.413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2205e-4,NaN,NaN,NaN,NaN,1.7222,12.26,963.81,338.73,0.5,0.28078
14.057,416.42,-5.1574,0.017857,5.1667,0.11827,14.928,0.006036,14.928,0.023166,1.796,0.11691,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015253,321138,0,15.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0835e-4,NaN,NaN,NaN,NaN,1.7995,12.276,964.11,338.74,0.5,0.28084
14.557,413.84,-5.1498,0.015254,5.173,0.76156,13.935,0.0060034,13.935,0.024684,2.1767,0.76141,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015271,321593,0,15.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1038e-4,NaN,NaN,NaN,NaN,2.1968,12.293,964.41,338.75,0.5,0.28091
15.057,411.27,-5.1694,-0.039228,5.1505,0.16864,12.867,0.0059671,12.867,0.02657,2.0947,0.16401,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015204,320264,0,15.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3179e-4,NaN,NaN,NaN,NaN,2.0904,12.31,964.71,338.76,0.5,0.28098
15.557,408.69,-5.1366,0.065521,5.1848,0.76412,11.915,0.005928,11.915,0.028506,1.7141,0.7613,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015305,322462,0,15.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2896e-4,NaN,NaN,NaN,NaN,1.6958,12.327,965.02,338.77,0.5,0.28105
16.057,406.11,-5.1792,-0.085121,5.1368,0.11611,11.048,0.0058927,11.048,0.03056,1.7535,0.078972,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015163,319545,0,15.308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0357e-4,NaN,NaN,NaN,NaN,1.7562,12.344,965.32,338.78,0.5,0.28114
16.557,403.53,-5.1394,0.079564,5.1797,0.16131,10.154,0.0058606,10.154,0.03307,1.8237,0.14033,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015289,322282,0,15.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1072e-4,NaN,NaN,NaN,NaN,1.8275,12.36,965.62,338.79,0.5,0.2812
17.057,400.95,-5.1624,-0.046013,5.1521,0.68719,9.3277,0.0058278,9.3277,0.035797,1.4809,0.68565,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015207,320630,0,15.407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0974e-4,NaN,NaN,NaN,NaN,1.4624,12.377,965.92,338.8,0.5,0.28127
17.557,398.38,-5.1494,0.0261,5.1658,0.35596,8.5429,0.0057973,8.5429,0.038881,1.6584,0.355,28.61,-80.6,9.7909,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015247,321550,0,15.493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9536e-4,NaN,NaN,NaN,NaN,1.6679,12.394,966.22,338.81,0.5,0.28134
18.057,395.8,-5.1475,0.0038161,5.1658,0.78292,7.6159,0.0057684,7.6159,0.043397,2.0498,0.78291,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015247,321617,0,15.497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0226e-4,NaN,NaN,NaN,NaN,2.0703,12.411,966.53,338.82,0.5,0.28141
18.557,393.22,-5.1623,-0.0296,5.1488,0.222,6.5635,0.0057346,6.5635,0.05006,2.1598,0.22001,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015196,320623,0,15.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2368e-4,NaN,NaN,NaN,NaN,2.1662,12.427,966.83,338.83,0.5,0.28148
19.057,390.65,-5.1463,0.031941,5.1651,0.32623,5.5241,0.0056961,5.5241,0.05908,1.9975,0.32466,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015243,321704,0,15.501,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3217e-4,NaN,NaN,NaN,NaN,1.9896,12.444,967.13,338.84,0.5,0.28155
19.557,388.07,-5.1569,-0.021157,5.1518,0.45324,4.5819,0.0056579,4.582,0.070751,1.7711,0.45274,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015204,320944,0,15.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2043e-4,NaN,NaN,NaN,NaN,1.7594,12.461,967.43,338.85,0.5,0.28161
20.057,385.5,-5.1437,0.026408,5.165,0.55046,3.6277,0.0056231,3.6277,0.088813,2.0461,0.54983,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015242,321831,0,15.508,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0898e-4,NaN,NaN,NaN,NaN,2.0603,12.478,967.74,338.86,0.5,0.28168
20.557,382.92,-5.1588,-0.030324,5.147,0.35272,2.6486,0.0055881,2.6486,0.12089,1.8703,0.35142,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015189,320777,0,15.404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2301e-4,NaN,NaN,NaN,NaN,1.8612,12.494,968.04,338.87,0.5,0.28175
21.057,380.35,-5.1388,0.039988,5.1675,0.57344,1.7849,0.0055522,1.7849,0.17823,1.5843,0.57205,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015249,322124,0,15.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1461e-4,NaN,NaN,NaN,NaN,1.5705,12.511,968.34,338.88,0.5,0.28181
21.557,377.77,-5.159,-0.040315,5.144,0.43791,0.93822,0.0055203,0.93823,0.33711,1.8023,0.43605,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015179,320722,0,15.394,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.9734e-4,NaN,NaN,NaN,NaN,1.8145,12.528,968.64,338.89,0.5,0.28188
22.057,375.2,-5.1417,0.034625,5.1619,0.33397,-0.0044785,0.0054891,0.0070843,129.21,1.9684,0.33217,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015231,321909,0,15.505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1091e-4,NaN,NaN,NaN,NaN,1.9771,12.544,968.94,338.9,0.5,0.28195
22.557,372.62,-5.1514,-0.019371,5.1496,0.54083,-1.0563,0.0054547,1.0563,179.7,2.2387,0.54049,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015194,321203,0,15.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1818e-4,NaN,NaN,NaN,NaN,2.2532,12.561,969.25,338.91,0.5,0.28202
23.057,370.05,-5.1479,0.0068482,5.1523,0.19116,-2.1995,0.0054163,2.1995,179.86,2.3342,0.19103,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015202,321443,0,15.456,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3594e-4,NaN,NaN,NaN,NaN,2.3395,12.578,969.55,338.92,0.5,0.28209
23.557,367.47,-5.1503,-0.0046832,5.1484,0.13223,-3.35,0.0053744,3.3501,179.91,2.2681,0.13215,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01519,321263,0,15.436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4183e-4,NaN,NaN,NaN,NaN,2.265,12.595,969.85,338.93,0.5,0.28216
24.057,364.9,-5.1403,0.019883,5.1577,0.52733,-4.4182,0.0053322,4.4182,179.93,2.0046,0.52695,28.61,-80.6,9.791,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015217,321909,0,15.496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3773e-4,NaN,NaN,NaN,NaN,1.9918,12.611,970.15,338.94,0.5,0.28223
24.557,362.33,-5.1547,-0.028753,5.1408,0.12846,-5.4362,0.0052929,5.4362,179.94,2.0672,0.12521,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015167,320919,0,15.398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2015e-4,NaN,NaN,NaN,NaN,2.0709,12.628,970.45,338.95,0.5,0.28229
25.057,359.76,-5.1369,0.035598,5.1589,0.39916,-6.4201,0.0052554,6.4201,179.95,1.8685,0.39757,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01522,322119,0,15.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2558e-4,NaN,NaN,NaN,NaN,1.859,12.645,970.75,338.96,0.5,0.28236
25.557,357.18,-5.1554,-0.036889,5.1373,0.12814,-7.3697,0.0052192,7.3697,179.96,1.9298,0.12271,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015156,320837,0,15.385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1192e-4,NaN,NaN,NaN,NaN,1.9334,12.662,971.06,338.97,0.5,0.28243
26.057,354.61,-5.1375,0.035738,5.1558,0.12836,-8.3192,0.0051843,8.3192,179.96,1.8682,0.12328,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01521,322054,0,15.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1756e-4,NaN,NaN,NaN,NaN,1.8655,12.678,971.36,338.98,0.5,0.28249
26.557,352.04,-5.1518,-0.028641,5.1385,0.19598,-9.2775,0.0051495,9.2775,179.97,1.9651,0.19388,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015158,321043,0,15.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1197e-4,NaN,NaN,NaN,NaN,1.9705,12.695,971.66,338.99,0.5,0.28256
27.057,349.46,-5.1382,0.027138,5.1522,0.12505,-10.245,0.0051143,10.245,179.97,1.9041,0.12206,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015198,321964,0,15.486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1918e-4,NaN,NaN,NaN,NaN,1.9014,12.712,971.96,339,0.5,0.28263
27.557,346.89,-5.1493,-0.022114,5.1386,0.11971,-11.182,0.0050788,11.182,179.97,1.8453,0.11765,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015158,321181,0,15.408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1408e-4,NaN,NaN,NaN,NaN,1.8425,12.728,972.26,339.01,0.5,0.28269
28.057,344.32,-5.1327,0.033181,5.1553,0.47536,-12.164,0.0050444,12.164,179.98,2.0824,0.4742,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015206,322291,0,15.513,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.121e-4,NaN,NaN,NaN,NaN,2.0942,12.745,972.57,339.02,0.5,0.28276
28.557,341.75,-5.1519,-0.038407,5.133,0.10737,-13.218,0.0050085,13.218,179.98,2.1325,0.10027,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01514,320961,0,15.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2394e-4,NaN,NaN,NaN,NaN,2.1355,12.762,972.87,339.03,0.5,0.28282
29.057,339.18,-5.1336,0.036649,5.1519,0.036664,-14.284,0.0049699,14.284,179.98,2.133,0.0010457,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015195,322211,0,15.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2926e-4,NaN,NaN,NaN,NaN,2.1334,12.779,973.17,339.04,0.5,0.28289
29.557,336.61,-5.1477,-0.028235,5.1349,0.22146,-15.323,0.0049309,15.323,179.98,2.0232,0.21966,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015145,321211,0,15.401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2717e-4,NaN,NaN,NaN,NaN,2.0179,12.795,973.47,339.05,0.5,0.28295
30.057,334.04,-5.1347,0.025999,5.148,0.1021,-16.322,0.0048927,16.322,179.98,1.9738,0.098729,28.61,-80.6,9.7911,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015183,322095,0,15.484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2211e-4,NaN,NaN,NaN,NaN,1.9718,12.812,973.77,339.06,0.5,0.28302
30.557,331.47,-5.1454,-0.021422,5.1348,0.05804,-17.303,0.004856,17.303,179.98,1.9468,0.053942,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015144,321337,0,15.409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1768e-4,NaN,NaN,NaN,NaN,1.9458,12.829,974.07,339.07,0.5,0.2831
31.057,328.9,-5.1265,0.037873,5.1539,0.56543,-18.347,0.0048201,18.347,179.98,2.2289,0.56416,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.0152,322599,0,15.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1737e-4,NaN,NaN,NaN,NaN,2.2425,12.845,974.37,339.08,0.5,0.28317
31.557,326.33,-5.1488,-0.044693,5.1282,0.25619,-19.429,0.0047819,19.429,179.99,2.1028,0.25226,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015123,321055,0,15.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3245e-4,NaN,NaN,NaN,NaN,2.0966,12.862,974.68,339.09,0.5,0.28324
32.057,323.76,-5.1255,0.046651,5.1525,0.37555,-20.434,0.0047423,20.434,179.99,1.9165,0.37265,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015194,322644,0,15.527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2707e-4,NaN,NaN,NaN,NaN,1.9081,12.879,974.98,339.1,0.5,0.28334
32.557,321.2,-5.1448,-0.038506,5.1299,0.40444,-21.443,0.0047054,21.443,179.99,2.1178,0.4026,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015127,321293,0,15.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1328e-4,NaN,NaN,NaN,NaN,2.1284,12.896,975.28,339.11,0.5,0.2834
33.057,318.63,-5.1287,0.032115,5.1464,0.24944,-22.533,0.0046684,22.533,179.99,2.2415,0.24737,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015176,322393,0,15.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.2752e-4,NaN,NaN,NaN,NaN,2.2477,12.912,975.58,339.12,0.5,0.28347
33.557,316.06,-5.1397,-0.022027,5.1328,0.38905,-23.702,0.0046287,23.702,179.99,2.4357,0.38843,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015135,321604,0,15.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3352e-4,NaN,NaN,NaN,NaN,2.4457,12.929,975.88,339.13,0.5,0.28354
34.057,313.49,-5.1311,0.017297,5.1411,0.22835,-24.891,0.004586,24.891,179.99,2.3218,0.22769,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015159,322192,0,15.474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.4781e-4,NaN,NaN,NaN,NaN,2.3167,12.946,976.18,339.14,0.5,0.28361
34.557,310.93,-5.1343,-0.0064746,5.136,0.4287,-26.106,0.0045425,26.106,179.99,2.5362,0.42865,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015144,321938,0,15.447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3908e-4,NaN,NaN,NaN,NaN,2.547,12.962,976.48,339.15,0.5,0.28367
35.057,308.36,-5.1249,0.018744,5.1447,0.62546,-27.296,0.0044981,27.296,179.99,2.2236,0.62518,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015169,322549,0,15.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5428e-4,NaN,NaN,NaN,NaN,2.2093,12.979,976.78,339.16,0.5,0.28374
35.557,305.8,-5.1324,-0.015043,5.1351,0.61558,-28.484,0.0044545,28.484,179.99,2.5313,0.61539,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.01514,322013,0,15.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3192e-4,NaN,NaN,NaN,NaN,2.5465,12.996,977.08,339.17,0.5,0.28381
36.057,303.23,-5.1242,0.016395,5.1428,0.62277,-29.672,0.004411,29.672,179.99,2.22,0.62256,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015162,322559,0,15.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.5372e-4,NaN,NaN,NaN,NaN,2.2058,13.012,977.39,339.18,0.5,0.28388
36.557,300.67,-5.1338,-0.019084,5.1311,0.50623,-30.719,0.0043676,30.719,179.99,1.967,0.50588,28.61,-80.6,9.7912,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015127,321893,0,15.433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.3162e-4,NaN,NaN,NaN,NaN,1.9551,13.029,977.69,339.19,0.5,0.28394
37.057,298.1,-5.1303,0.0068869,5.1339,0.067323,-31.694,0.004329,31.694,179.99,1.9336,0.06697,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015135,322135,0,15.454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1718e-4,NaN,NaN,NaN,NaN,1.9323,13.046,977.99,339.2,0.5,0.28401
37.557,295.54,-5.1259,0.0089806,5.1372,0.50657,-32.598,0.0042932,32.598,179.99,1.6803,0.50649,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015144,322405,0,15.477,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.1483e-4,NaN,NaN,NaN,NaN,1.6688,13.062,978.29,339.21,0.5,0.28409
38.057,292.97,-5.1285,-0.0052763,5.1329,0.51397,-33.502,0.00426,33.502,179.99,1.9373,0.51394,28.61,-80.6,9.7913,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.015131,322205,0,15.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.0054e-4,NaN,NaN,NaN,NaN,1.9499,13.079,978.59,339.22,0.5,0.28416
